Device,70000,Analog Input,22,232 ZONE N112 ROOM TEMP,DCTN112T,232 ZONE N112 ROOM TEMP
Device,70000,Analog Input,23,232 ZONE N114 ROOM TEMP,DCTN114T,232 ZONE N114 ROOM TEMP
Device,70000,Analog Input,24,232 ZONE N115 ROOM TEMP,DCTN115T,232 ZONE N115 ROOM TEMP
Device,70000,Analog Input,25,232 ZONE N118 ROOM TEMP,DCTN118T,232 ZONE N118 ROOM TEMP
Device,70000,Analog Input,26,232 ZONE N121 ROOM TEMP,DCTN121T,232 ZONE N121 ROOM TEMP
Device,70000,Analog Input,27,232 ZONE N122 ROOM TEMP,DCTN122T,232 ZONE N122 ROOM TEMP
Device,70000,Analog Input,28,232 ZONE N123 ROOM TEMP,DCTN123T,232 ZONE N123 ROOM TEMP
Device,70000,Analog Input,29,232 ZONE N125 ROOM TEMP,DCTN125T,232 ZONE N125 ROOM TEMP
Device,70000,Analog Input,30,232 ZONE N126 ROOM TEMP,DCTN126T,232 ZONE N126 ROOM TEMP
Device,70000,Analog Input,31,232 ZONE N127 ROOM TEMP,DCTN127T,232 ZONE N127 ROOM TEMP
Device,70000,Analog Input,32,232 ZONE N128 ROOM TEMP,DCTN128T,232 ZONE N128 ROOM TEMP
Device,70000,Analog Input,33,232 ZONE N129 ROOM TEMP,DCTN129T,232 ZONE N129 ROOM TEMP
Device,70000,Analog Input,34,232 ZONE N130 ROOM TEMP,DCTN130T,232 ZONE N130 ROOM TEMP
Device,70000,Analog Input,35,232 ZONE N101 ROOM TEMP,DCTN101,232 ZONE N101 ROOM TEMP
Device,70000,Analog Input,36,232 ZONE N106 ROOM TEMP,DCTN106,232 ZONE N106 ROOM TEMP
Device,70000,Analog Input,37,232 ZONE N124 ROOM TEMP,DCTN124,232 ZONE N124 ROOM TEMP
Device,70000,Analog Input,38,PXCC-4:DSP.100,PXCC-4:DSP.100,PXCC-4:DSP.100
Device,70000,Analog Input,39,PXCC-4:FLTR.DP.100,PXCC-4:FLTR.DP.100,PXCC-4:FLTR.DP.100
Device,70000,Analog Input,40,PXCC-4:ZONE1.CO2,PXCC-4:ZONE1.CO2,PXCC-4:ZONE1.CO2
Device,70000,Analog Input,41,PXCC-4:ZONE1.DEW.PT,PXCC-4:ZONE1.DEW.PT,PXCC-4:ZONE1.DEW.PT
Device,70000,Analog Input,42,PXCC-4:ZONE1.TEMP,PXCC-4:ZONE1.TEMP,PXCC-4:ZONE1.TEMP
Device,70000,Analog Input,43,PXCC-4:ZONE2.CO2,PXCC-4:ZONE2.CO2,PXCC-4:ZONE2.CO2
Device,70000,Analog Input,44,PXCC-4:ZONE2.DEW.PT,PXCC-4:ZONE2.DEW.PT,PXCC-4:ZONE2.DEW.PT
Device,70000,Analog Input,45,PXCC-4:ZONE2.TEMP,PXCC-4:ZONE2.TEMP,PXCC-4:ZONE2.TEMP
Device,70000,Analog Input,46,PXCC-5:FLTR.DP.100,PXCC-5:FLTR.DP.100,PXCC-5:FLTR.DP.100
Device,70000,Analog Input,47,PXCC-5:ZONE1.TEMP,PXCC-5:ZONE1.TEMP,PXCC-5:ZONE1.TEMP
Device,70000,Analog Input,48,PXCC-5:ZONE1.DEW.PT,PXCC-5:ZONE1.DEW.PT,PXCC-5:ZONE1.DEW.PT
Device,70000,Analog Input,49,PXCC-4:ALMCNT,PXCC-4:ALMCNT,PXCC-4:ALMCNT
Device,70000,Analog Input,50,PXCC-4:ALMCT2,PXCC-4:ALMCT2,PXCC-4:ALMCT2
Device,70000,Analog Input,51,PXCC-4:BATT,PXCC-4:BATT,PXCC-4:BATT
Device,70000,Analog Input,52,PXCC-6:ALMCNT,PXCC-6:ALMCNT,PXCC-6:ALMCNT
Device,70000,Analog Input,53,PXCC-6:DSP.100,PXCC-6:DSP.100,PXCC-6:DSP.100
Device,70000,Analog Input,54,PXCC-6:FLTR.DP.100,PXCC-6:FLTR.DP.100,PXCC-6:FLTR.DP.100
Device,70000,Analog Input,55,PXCC-6:ZONE1.CO2,PXCC-6:ZONE1.CO2,PXCC-6:ZONE1.CO2
Device,70000,Analog Input,56,PXCC-6:ZONE1.DEW.PT,PXCC-6:ZONE1.DEW.PT,PXCC-6:ZONE1.DEW.PT
Device,70000,Analog Input,57,PXCC-6:ZONE1.TEMP,PXCC-6:ZONE1.TEMP,PXCC-6:ZONE1.TEMP
Device,70000,Analog Input,58,PXCC-6:ZONE2.CO2,PXCC-6:ZONE2.CO2,PXCC-6:ZONE2.CO2
Device,70000,Analog Input,59,PXCC-6:ZONE2.DEW.PT,PXCC-6:ZONE2.DEW.PT,PXCC-6:ZONE2.DEW.PT
Device,70000,Analog Input,60,PXCC-6:ZONE2.TEMP,PXCC-6:ZONE2.TEMP,PXCC-6:ZONE2.TEMP
Device,70000,Analog Input,61,PXCC-6:BATT2,PXCC-6:BATT2,PXCC-6:BATT2
Device,70000,Analog Input,62,PXCC-6:BATT,PXCC-6:BATT,PXCC-6:BATT
Device,70000,Analog Input,63,PXCC-6:ALMCT2,PXCC-6:ALMCT2,PXCC-6:ALMCT2
Device,70000,Analog Input,64,PXCC-5:ALMCNT,PXCC-5:ALMCNT,PXCC-5:ALMCNT
Device,70000,Analog Input,65,PXCC-5:ZONE1.CO2,PXCC-5:ZONE1.CO2,PXCC-5:ZONE1.CO2
Device,70000,Analog Input,66,ATEC-1:AI 3,ATEC-1:AI 3,ATEC-1:AI 3
Device,70000,Analog Input,67,ATEC-1:AIR VOLUME,ATEC-1:AIR VOLUME,ATEC-1:AIR VOLUME
Device,70000,Analog Input,68,ATEC-2:ROOM TEMP,ATEC-2:ROOM TEMP,ATEC-2:ROOM TEMP
Device,70000,Analog Input,69,ATEC-2:AI 3,ATEC-2:AI 3,ATEC-2:AI 3
Device,70000,Analog Input,70,ATEC-2:AIR VOLUME,ATEC-2:AIR VOLUME,ATEC-2:AIR VOLUME
Device,70000,Analog Input,71,ATEC-3:ROOM TEMP,ATEC-3:ROOM TEMP,ATEC-3:ROOM TEMP
Device,70000,Analog Input,72,ATEC-3:AIR VOLUME,ATEC-3:AIR VOLUME,ATEC-3:AIR VOLUME
Device,70000,Analog Input,73,ATEC-4:ROOM TEMP,ATEC-4:ROOM TEMP,ATEC-4:ROOM TEMP
Device,70000,Analog Input,74,ATEC-4:AI 3,ATEC-4:AI 3,ATEC-4:AI 3
Device,70000,Analog Input,75,ATEC-4:AIR VOLUME,ATEC-4:AIR VOLUME,ATEC-4:AIR VOLUME
Device,70000,Analog Input,76,ATEC-5:ROOM TEMP,ATEC-5:ROOM TEMP,ATEC-5:ROOM TEMP
Device,70000,Analog Input,77,ATEC-3:AI 3,ATEC-3:AI 3,ATEC-3:AI 3
Device,70000,Analog Input,78,PXCC-5:BATT,PXCC-5:BATT,PXCC-5:BATT
Device,70000,Analog Input,79,ATEC-1:ROOM TEMP,ATEC-1:ROOM TEMP,ATEC-1:ROOM TEMP
Device,70000,Analog Input,80,PXCC-5:BATT2,PXCC-5:BATT2,PXCC-5:BATT2
Device,70000,Analog Input,81,ATEC-5:AI 3,ATEC-5:AI 3,ATEC-5:AI 3
Device,70000,Analog Input,82,ATEC-5:AIR VOLUME,ATEC-5:AIR VOLUME,ATEC-5:AIR VOLUME
Device,70000,Analog Output,1,232 CRCP VALVE N11A,DCN11AV,232 CRCP VALVE N11A
Device,70000,Analog Output,2,232 CRCP VALVE N11B,DCN11BV,232 CRCP VALVE N11B
Device,70000,Analog Output,3,232 CRCP VALVE N11C,DCN11CV,232 CRCP VALVE N11C
Device,70000,Analog Output,4,232 CRCP VALVE N11D,DCN11DV,232 CRCP VALVE N11D
Device,70000,Analog Output,5,232 CRCP VALVE N11E,DCN11EV,232 CRCP VALVE N11E
Device,70000,Analog Output,6,232 CRCP VALVE N11F,DCN11FV,232 CRCP VALVE N11F
Device,70000,Analog Output,7,232 CRCP VALVE N11G,DCN11GV,232 CRCP VALVE N11G
Device,70000,Analog Output,8,232 CRCP VALVE N11H,DCN11HV,232 CRCP VALVE N11H
Device,70000,Analog Output,9,232 CRCP VALVE N12A,DCN12AV,232 CRCP VALVE N12A
Device,70000,Analog Output,10,232 CRCP VALVE N12B,DCN12BV,232 CRCP VALVE N12B
Device,70000,Analog Output,11,232 CRCP VALVE N12C,DCN12CV,232 CRCP VALVE N12C
Device,70000,Analog Output,12,232 CRCP VALVE N12D,DCN12DV,232 CRCP VALVE N12D
Device,70000,Analog Output,13,232 CRCP VALVE N13A,DCN13AV,232 CRCP VALVE N13A
Device,70000,Analog Output,14,232 CRCP VALVE N13B,DCN13BV,232 CRCP VALVE N13B
Device,70000,Analog Output,15,232 CRCP VALVE N13C,DCN13CV,232 CRCP VALVE N13C
Device,70000,Analog Output,16,232 CRCP VALVE N13D,DCN13DV,232 CRCP VALVE N13D
Device,70000,Analog Output,17,232 CRCP VALVE N13F,DCN13FV,232 CRCP VALVE N13F
Device,70000,Analog Output,18,232 CRCP VALVE N13G,DCN13GC,232 CRCP VALVE N13G
Device,70000,Analog Output,19,232 CRCP VALVE N14B,DCN14BV,232 CRCP VALVE N14B
Device,70000,Analog Output,20,232 CRCP VALVE N14E,DCN14EV,232 CRCP VALVE N14E
Device,70000,Analog Output,21,232 CRCP VALVE N14F,DCN14FV,232 CRCP VALVE N14F
Device,70000,Analog Output,22,232 CRCP VALVE N14G,DCN14GV,232 CRCP VALVE N14G
Device,70000,Analog Output,23,232 CRCP VALVE N14H,DCN14HV,232 CRCP VALVE N14H
Device,70000,Analog Output,24,232 CRCP VALVE N15A,DCN15AV,232 CRCP VALVE N15A
Device,70000,Analog Output,25,232 CRCP VALVE N15B,DCN15BV,232 CRCP VALVE N15B
Device,70000,Analog Output,26,232 CRCP VALVE N15C,DCN15CV,232 CRCP VALVE N15C
Device,70000,Analog Output,27,232 CRCP VALVE N15D,DCN15DV,232 CRCP VALVE N15D
Device,70000,Analog Output,28,232 CRCP VALVE N16A,DCN16AV,232 CRCP VALVE N16A
Device,70000,Analog Output,29,232 CRCP VALVE N16B,DCN16BV,232 CRCP VALVE N16B
Device,70000,Analog Output,30,232 CRCP VALVE N16C,DCN16CV,232 CRCP VALVE N16C
Device,70000,Analog Output,31,232 CRCP VALVE N16D,DCN16DV,232 CRCP VALVE N16D
Device,70000,Analog Output,32,PXCC-4:SYNC HOUR,PXCC-4:SYNC HOUR,PXCC-4:SYNC HOUR
Device,70000,Analog Output,33,PXCC-4:OVRD TIME,PXCC-4:OVRD TIME,PXCC-4:OVRD TIME
Device,70000,Analog Output,34,PXCC-4:P1 TIMEOUT,PXCC-4:P1 TIMEOUT,PXCC-4:P1 TIMEOUT
Device,70000,Analog Output,35,PXCC-4:YEAR,PXCC-4:YEAR,PXCC-4:YEAR
Device,70000,Analog Output,36,PXCC-4:MONTH,PXCC-4:MONTH,PXCC-4:MONTH
Device,70000,Analog Output,37,PXCC-4:DAY,PXCC-4:DAY,PXCC-4:DAY
Device,70000,Analog Output,38,PXCC-4:HOUR,PXCC-4:HOUR,PXCC-4:HOUR
Device,70000,Analog Output,39,PXCC-4:MINUTE,PXCC-4:MINUTE,PXCC-4:MINUTE
Device,70000,Analog Output,40,PXCC-4:ZONE1.VAV,PXCC-4:ZONE1.VAV,PXCC-4:ZONE1.VAV
Device,70000,Analog Output,41,PXCC-4:ZONE2.VAV,PXCC-4:ZONE2.VAV,PXCC-4:ZONE2.VAV
Device,70000,Analog Output,42,PXCC-4:BLOWER.SPD,PXCC-4:BLOWER.SPD,PXCC-4:BLOWER.SPD
Device,70000,Analog Output,43,PXCC-4:ZONE1.CRCP,PXCC-4:ZONE1.CRCP,PXCC-4:ZONE1.CRCP
Device,70000,Analog Output,44,PXCC-4:ZONE2.CRCP,PXCC-4:ZONE2.CRCP,PXCC-4:ZONE2.CRCP
Device,70000,Analog Output,45,PXCC-4:SPEED.COEFF,PXCC-4:SPEED.COEFF,PXCC-4:SPEED.COEFF
Device,70000,Analog Output,46,PXCC-4:1.VAV.STPT L,PXCC-4:1.VAV.STPT L,PXCC-4:1.VAV.STPT L
Device,70000,Analog Output,47,PXCC-4:2.VAV.STPT L,PXCC-4:2.VAV.STPT L,PXCC-4:2.VAV.STPT L
Device,70000,Analog Output,48,PXCC-4:DSP.MIN,PXCC-4:DSP.MIN,PXCC-4:DSP.MIN
Device,70000,Analog Output,49,PXCC-4:DSP.MAX,PXCC-4:DSP.MAX,PXCC-4:DSP.MAX
Device,70000,Analog Output,50,PXCC-4:DSP.LOOPOUT,PXCC-4:DSP.LOOPOUT,PXCC-4:DSP.LOOPOUT
Device,70000,Analog Output,51,PXCC-4:DSP.STPT,PXCC-4:DSP.STPT,PXCC-4:DSP.STPT
Device,70000,Analog Output,52,PXCC-4:DSP.PGAIN,PXCC-4:DSP.PGAIN,PXCC-4:DSP.PGAIN
Device,70000,Analog Output,53,PXCC-4:DSP.IGAIN,PXCC-4:DSP.IGAIN,PXCC-4:DSP.IGAIN
Device,70000,Analog Output,54,PXCC-4:1.CO2.STPT,PXCC-4:1.CO2.STPT,PXCC-4:1.CO2.STPT
Device,70000,Analog Output,55,PXCC-4:2.CO2.STPT,PXCC-4:2.CO2.STPT,PXCC-4:2.CO2.STPT
Device,70000,Analog Output,56,PXCC-4:1.CO2.PGAIN,PXCC-4:1.CO2.PGAIN,PXCC-4:1.CO2.PGAIN
Device,70000,Analog Output,57,PXCC-4:1.CO2.IGAIN,PXCC-4:1.CO2.IGAIN,PXCC-4:1.CO2.IGAIN
Device,70000,Analog Output,58,PXCC-4:2.CO2.PGAIN,PXCC-4:2.CO2.PGAIN,PXCC-4:2.CO2.PGAIN
Device,70000,Analog Output,59,PXCC-4:2.CO2.IGAIN,PXCC-4:2.CO2.IGAIN,PXCC-4:2.CO2.IGAIN
Device,70000,Analog Output,60,PXCC-4:1.DEWPT.STPT,PXCC-4:1.DEWPT.STPT,PXCC-4:1.DEWPT.STPT
Device,70000,Analog Output,61,PXCC-4:2.DEWPT.STPT,PXCC-4:2.DEWPT.STPT,PXCC-4:2.DEWPT.STPT
Device,70000,Analog Output,62,PXCC-4:1DEWPT.PGAIN,PXCC-4:1DEWPT.PGAIN,PXCC-4:1DEWPT.PGAIN
Device,70000,Analog Output,63,PXCC-4:1DEWPT.IGAIN,PXCC-4:1DEWPT.IGAIN,PXCC-4:1DEWPT.IGAIN
Device,70000,Analog Output,64,PXCC-4:2DEWPT.PGAIN,PXCC-4:2DEWPT.PGAIN,PXCC-4:2DEWPT.PGAIN
Device,70000,Analog Output,65,PXCC-5:P1 TIMEOUT,PXCC-5:P1 TIMEOUT,PXCC-5:P1 TIMEOUT
Device,70000,Analog Output,66,PXCC-5:YEAR,PXCC-5:YEAR,PXCC-5:YEAR
Device,70000,Analog Output,67,PXCC-5:MONTH,PXCC-5:MONTH,PXCC-5:MONTH
Device,70000,Analog Output,68,PXCC-5:DAY,PXCC-5:DAY,PXCC-5:DAY
Device,70000,Analog Output,69,PXCC-5:HOUR,PXCC-5:HOUR,PXCC-5:HOUR
Device,70000,Analog Output,70,PXCC-5:MINUTE,PXCC-5:MINUTE,PXCC-5:MINUTE
Device,70000,Analog Output,71,PXCC-5:SYNC HOUR,PXCC-5:SYNC HOUR,PXCC-5:SYNC HOUR
Device,70000,Analog Output,72,PXCC-5:OVRD TIME,PXCC-5:OVRD TIME,PXCC-5:OVRD TIME
Device,70000,Analog Output,73,PXCC-5:BLOWER.SPD,PXCC-5:BLOWER.SPD,PXCC-5:BLOWER.SPD
Device,70000,Analog Output,74,PXCC-5:ZONE1.CRCP,PXCC-5:ZONE1.CRCP,PXCC-5:ZONE1.CRCP
Device,70000,Analog Output,75,PXCC-5:TEMP.LOOP,PXCC-5:TEMP.LOOP,PXCC-5:TEMP.LOOP
Device,70000,Analog Output,76,PXCC-5:CO2.LOOP,PXCC-5:CO2.LOOP,PXCC-5:CO2.LOOP
Device,70000,Analog Output,77,PXCC-5:DEW.PT.LOOP,PXCC-5:DEW.PT.LOOP,PXCC-5:DEW.PT.LOOP
Device,70000,Analog Output,78,PXCC-5:SPEED.COEFF,PXCC-5:SPEED.COEFF,PXCC-5:SPEED.COEFF
Device,70000,Analog Output,79,PXCC-5:CO2.STPT,PXCC-5:CO2.STPT,PXCC-5:CO2.STPT
Device,70000,Analog Output,80,PXCC-5:CO2.PGAIN,PXCC-5:CO2.PGAIN,PXCC-5:CO2.PGAIN
Device,70000,Analog Output,81,PXCC-5:CO2.IGAIN,PXCC-5:CO2.IGAIN,PXCC-5:CO2.IGAIN
Device,70000,Analog Output,82,PXCC-5:DEW.PT.STPT,PXCC-5:DEW.PT.STPT,PXCC-5:DEW.PT.STPT
Device,70000,Analog Output,83,PXCC-5:DEW.PT.PGAIN,PXCC-5:DEW.PT.PGAIN,PXCC-5:DEW.PT.PGAIN
Device,70000,Analog Output,84,PXCC-5:DEW.PT.IGAIN,PXCC-5:DEW.PT.IGAIN,PXCC-5:DEW.PT.IGAIN
Device,70000,Analog Output,85,PXCC-5:TEMP.STPT,PXCC-5:TEMP.STPT,PXCC-5:TEMP.STPT
Device,70000,Analog Output,86,PXCC-5:TEMP.PGAIN,PXCC-5:TEMP.PGAIN,PXCC-5:TEMP.PGAIN
Device,70000,Analog Output,87,PXCC-5:TEMP.IGAIN,PXCC-5:TEMP.IGAIN,PXCC-5:TEMP.IGAIN
Device,70000,Analog Output,88,PXCC-4:2DEWPT.IGAIN,PXCC-4:2DEWPT.IGAIN,PXCC-4:2DEWPT.IGAIN
Device,70000,Analog Output,89,PXCC-4:1.TEMP.STPT,PXCC-4:1.TEMP.STPT,PXCC-4:1.TEMP.STPT
Device,70000,Analog Output,90,PXCC-4:2.TEMP.STPT,PXCC-4:2.TEMP.STPT,PXCC-4:2.TEMP.STPT
Device,70000,Analog Output,91,PXCC-4:1.TEMP.PGAIN,PXCC-4:1.TEMP.PGAIN,PXCC-4:1.TEMP.PGAIN
Device,70000,Analog Output,92,PXCC-4:1.TEMP.IGAIN,PXCC-4:1.TEMP.IGAIN,PXCC-4:1.TEMP.IGAIN
Device,70000,Analog Output,93,PXCC-4:2.TEMP.PGAIN,PXCC-4:2.TEMP.PGAIN,PXCC-4:2.TEMP.PGAIN
Device,70000,Analog Output,94,PXCC-4:2.TEMP.IGAIN,PXCC-4:2.TEMP.IGAIN,PXCC-4:2.TEMP.IGAIN
Device,70000,Analog Output,95,PXCC-4:1.TEMP.LOOP,PXCC-4:1.TEMP.LOOP,PXCC-4:1.TEMP.LOOP
Device,70000,Analog Output,96,PXCC-4:2.TEMP.LOOP,PXCC-4:2.TEMP.LOOP,PXCC-4:2.TEMP.LOOP
Device,70000,Analog Output,97,PXCC-4:1.CO2.LOOP,PXCC-4:1.CO2.LOOP,PXCC-4:1.CO2.LOOP
Device,70000,Analog Output,98,PXCC-4:2.CO2.LOOP,PXCC-4:2.CO2.LOOP,PXCC-4:2.CO2.LOOP
Device,70000,Analog Output,99,PXCC-6:YEAR,PXCC-6:YEAR,PXCC-6:YEAR
Device,70000,Analog Output,100,PXCC-6:MONTH,PXCC-6:MONTH,PXCC-6:MONTH
Device,70000,Analog Output,101,PXCC-6:DAY,PXCC-6:DAY,PXCC-6:DAY
Device,70000,Analog Output,102,PXCC-6:HOUR,PXCC-6:HOUR,PXCC-6:HOUR
Device,70000,Analog Output,103,PXCC-6:MINUTE,PXCC-6:MINUTE,PXCC-6:MINUTE
Device,70000,Analog Output,104,PXCC-6:SYNC HOUR,PXCC-6:SYNC HOUR,PXCC-6:SYNC HOUR
Device,70000,Analog Output,105,PXCC-6:OVRD TIME,PXCC-6:OVRD TIME,PXCC-6:OVRD TIME
Device,70000,Analog Output,106,PXCC-6:ZONE1.VAV,PXCC-6:ZONE1.VAV,PXCC-6:ZONE1.VAV
Device,70000,Analog Output,107,PXCC-6:ZONE2.VAV,PXCC-6:ZONE2.VAV,PXCC-6:ZONE2.VAV
Device,70000,Analog Output,108,PXCC-6:BLOWER.SPD,PXCC-6:BLOWER.SPD,PXCC-6:BLOWER.SPD
Device,70000,Analog Output,109,PXCC-6:ZONE1.CRCP,PXCC-6:ZONE1.CRCP,PXCC-6:ZONE1.CRCP
Device,70000,Analog Output,110,PXCC-6:ZONE2.CRCP,PXCC-6:ZONE2.CRCP,PXCC-6:ZONE2.CRCP
Device,70000,Analog Output,111,PXCC-6:SPEED.COEFF,PXCC-6:SPEED.COEFF,PXCC-6:SPEED.COEFF
Device,70000,Analog Output,112,PXCC-6:1.VAV.STPT L,PXCC-6:1.VAV.STPT L,PXCC-6:1.VAV.STPT L
Device,70000,Analog Output,113,PXCC-6:2.VAV.STPT L,PXCC-6:2.VAV.STPT L,PXCC-6:2.VAV.STPT L
Device,70000,Analog Output,114,PXCC-6:DSP.MIN,PXCC-6:DSP.MIN,PXCC-6:DSP.MIN
Device,70000,Analog Output,115,PXCC-6:DSP.MAX,PXCC-6:DSP.MAX,PXCC-6:DSP.MAX
Device,70000,Analog Output,116,PXCC-6:DSP.LOOPOUT,PXCC-6:DSP.LOOPOUT,PXCC-6:DSP.LOOPOUT
Device,70000,Analog Output,117,PXCC-6:DSP.STPT,PXCC-6:DSP.STPT,PXCC-6:DSP.STPT
Device,70000,Analog Output,118,PXCC-6:DSP.PGAIN,PXCC-6:DSP.PGAIN,PXCC-6:DSP.PGAIN
Device,70000,Analog Output,119,PXCC-6:DSP.IGAIN,PXCC-6:DSP.IGAIN,PXCC-6:DSP.IGAIN
Device,70000,Analog Output,120,PXCC-6:1.CO2.STPT,PXCC-6:1.CO2.STPT,PXCC-6:1.CO2.STPT
Device,70000,Analog Output,121,PXCC-6:2.CO2.STPT,PXCC-6:2.CO2.STPT,PXCC-6:2.CO2.STPT
Device,70000,Analog Output,122,PXCC-6:1.CO2.PGAIN,PXCC-6:1.CO2.PGAIN,PXCC-6:1.CO2.PGAIN
Device,70000,Analog Output,123,PXCC-6:1.CO2.IGAIN,PXCC-6:1.CO2.IGAIN,PXCC-6:1.CO2.IGAIN
Device,70000,Analog Output,124,PXCC-6:2.CO2.PGAIN,PXCC-6:2.CO2.PGAIN,PXCC-6:2.CO2.PGAIN
Device,70000,Analog Output,125,PXCC-6:2.CO2.IGAIN,PXCC-6:2.CO2.IGAIN,PXCC-6:2.CO2.IGAIN
Device,70000,Analog Output,126,PXCC-6:1.DEWPT.STPT,PXCC-6:1.DEWPT.STPT,PXCC-6:1.DEWPT.STPT
Device,70000,Analog Output,127,PXCC-6:2.DEWPT.STPT,PXCC-6:2.DEWPT.STPT,PXCC-6:2.DEWPT.STPT
Device,70000,Analog Output,128,PXCC-6:1DEWPT.PGAIN,PXCC-6:1DEWPT.PGAIN,PXCC-6:1DEWPT.PGAIN
Device,70000,Analog Output,129,PXCC-6:1DEWPT.IGAIN,PXCC-6:1DEWPT.IGAIN,PXCC-6:1DEWPT.IGAIN
Device,70000,Analog Output,130,PXCC-6:2DEWPT.PGAIN,PXCC-6:2DEWPT.PGAIN,PXCC-6:2DEWPT.PGAIN
Device,70000,Analog Output,131,PXCC-6:2DEWPT.IGAIN,PXCC-6:2DEWPT.IGAIN,PXCC-6:2DEWPT.IGAIN
Device,70000,Analog Output,132,PXCC-6:1.TEMP.STPT,PXCC-6:1.TEMP.STPT,PXCC-6:1.TEMP.STPT
Device,70000,Analog Output,133,PXCC-6:2.TEMP.STPT,PXCC-6:2.TEMP.STPT,PXCC-6:2.TEMP.STPT
Device,70000,Analog Output,134,PXCC-6:1.TEMP.PGAIN,PXCC-6:1.TEMP.PGAIN,PXCC-6:1.TEMP.PGAIN
Device,70000,Analog Output,135,PXCC-6:1.TEMP.IGAIN,PXCC-6:1.TEMP.IGAIN,PXCC-6:1.TEMP.IGAIN
Device,70000,Analog Output,136,PXCC-6:2.TEMP.PGAIN,PXCC-6:2.TEMP.PGAIN,PXCC-6:2.TEMP.PGAIN
Device,70000,Analog Output,137,PXCC-6:2.TEMP.IGAIN,PXCC-6:2.TEMP.IGAIN,PXCC-6:2.TEMP.IGAIN
Device,70000,Analog Output,138,PXCC-6:1.TEMP.LOOP,PXCC-6:1.TEMP.LOOP,PXCC-6:1.TEMP.LOOP
Device,70000,Analog Output,139,PXCC-6:2.TEMP.LOOP,PXCC-6:2.TEMP.LOOP,PXCC-6:2.TEMP.LOOP
Device,70000,Analog Output,140,PXCC-6:1.CO2.LOOP,PXCC-6:1.CO2.LOOP,PXCC-6:1.CO2.LOOP
Device,70000,Analog Output,141,PXCC-6:2.CO2.LOOP,PXCC-6:2.CO2.LOOP,PXCC-6:2.CO2.LOOP
Device,70000,Analog Output,142,ATEC-5:CTL TEMP,ATEC-5:CTL TEMP,ATEC-5:CTL TEMP
Device,70000,Analog Output,143,ATEC-2:CTL TEMP,ATEC-2:CTL TEMP,ATEC-2:CTL TEMP
Device,70000,Analog Output,144,ATEC-1:CTL TEMP,ATEC-1:CTL TEMP,ATEC-1:CTL TEMP
Device,70000,Analog Output,145,ATEC-3:CTL TEMP,ATEC-3:CTL TEMP,ATEC-3:CTL TEMP
Device,70000,Analog Output,146,ATEC-4:CTL TEMP,ATEC-4:CTL TEMP,ATEC-4:CTL TEMP
Device,70000,Analog Output,147,ATEC-1:DMPR COMD,ATEC-1:DMPR COMD,ATEC-1:DMPR COMD
Device,70000,Analog Output,148,ATEC-1:DMPR POS,ATEC-1:DMPR POS,ATEC-1:DMPR POS
Device,70000,Analog Output,149,ATEC-1:VLV COMD,ATEC-1:VLV COMD,ATEC-1:VLV COMD
Device,70000,Analog Output,150,ATEC-1:VLV POS,ATEC-1:VLV POS,ATEC-1:VLV POS
